36.4904661017,1.0550847458,,39.7927083333,0.0364583333
17.0819672131,2.7254098361,,36.4010416667,0.6510416667
47.9269067797,2.0360169492,,57.415625,0.0020833333
21.0430327869,1.9887295082,,57.3041666666,0.0020833333
25.9014830508,0.0752118644,,51.9041666667,2.7802083333
44.5791666667,5.1635416667,,29.5291666667,3.2729166667
31.875,3.5,,38.4270833333,0.6916666667
46.4489583333,0.0125,,30.646875,0.2489583333
47.8479166667,0.0291666667,,39.8833333333,0.0947916667
51.3538135593,0.0148305085,,39.6666666667,0.1416666667
15.9815573771,7.9016393443,,37.3052083333,0.1385416667
18.578125,0.7760416667,,26.9197916667,0.4145833333
33.30625,3.2979166667,,22.6958333333,0.00625
31.3358050847,1.2288135593,,25.0635416667,0.003125
28.2151639344,0.9200819672,,21.0875,0.0052083333
31.1631355932,1.3771186441,,22.2927083334,0.0041666667
33.6086065574,0.5276639344,,19.409375,0.003125
37.7260416667,1.1385416667,,14.9197916667,0.3479166667
31.5927083333,1.4020833333,,37.75625,0.0166666667
19.0072916667,0.0291666667,,27.015625,0.503125
21.8,0.0229166667,,25.8010416667,0.0041666667
16.9895833333,0.03125,,22.0708333333,0.003125
20.390625,0.0333333333,,23.5760416667,0.0052083333
16.6635416667,0.0208333333,,20.4739583333,0.0041666667
19.9947916667,0.025,,16.5364583333,0.003125
16.5583333333,0.0208333333,,27.1020833334,0.421875
11.0208333333,1.7385416667,,33.6625,0.2083333333
17.4833333333,0.06875,,23.2135416666,0.003125
29.478125,1.9114583333,,21.225,0.0041666667
28.68125,0.0864583333,,12.2,0.459375
20.465625,0.028125,,43.53125,0.153125
17.45,0.028125,,26.7322916667,0.19375
18.8916666667,0.0291666667,,38.6572916667,0.0135416667
16.9677083333,0.021875,,41.1708333334,0.3364583333
10.815625,0.034375,,49.8979166667,0.0020833333
17.2197916667,1.13125,,27.8083333333,1.934375
25.2572916667,1.528125,,40.7114583333,0.140625
28.0395833333,0.0666666667,,31.471875,0.2125
17.5166666667,0.0229166667,,41.2322916667,0.06875
20.6802083333,0.0302083333,,38.5302083333,0.11875
16.153125,0.0260416667,,37.4375,0.1645833333
15.85625,0.0270833333,,27.0708333333,0.26875
14.7604166667,0.7041666667,,27.065625,0.0052083333
16.515625,1.3864583333,,20.91875,0.0041666667
30.7114583333,1.0125,,23.6239583333,0.0052083333
24.2052083333,0.7177083333,,20.2395833333,0.0052083333
38.221875,0.6145833333,,18.9708333333,0.0385416667
31.275,1.4395833333,,35.7145833334,0.2927083333
32.4270833333,0.0197916667,,26.8833333333,0.5416666667
39.10625,0.0145833333,,24.0979166667,0.0041666667
3.6197916667,3.2572916667,,22.8333333333,0.0052083333
33.6697916667,0.0677083333,,19.7791666667,0.0052083333
34.4041666667,0.6322916667,,10.85,0.4166666667
35.83125,0.8770833333,,35.4760416667,0.1802083333
35.1166666667,0.8854166667,,35.5697916666,0.11875
39.1197916667,1.0614583333,,17.7270833334,0.0052083333
27.45625,3.3135416667,,22.7291666666,0.440625
24.865625,0.6458333333,,26.86875,0.2583333333
21.8802083333,0.0197916667,,33.5885416667,0.0083333333
17.7302083333,0.0166666667,,35.91875,0.2552083333
18.8395833333,0.0145833333,,51.078125,0.178125
19.2875,0.0229166667,,47.7583333333,0.9177083333
15.8635416667,0.0291666667,,27.3625,0.5270833333
19.034375,0.0208333333,,36.3479166667,0.115625
16.2072916667,0.0333333333,,29.2947916667,0.3
17.9416666667,0.0197916667,,31.4927083333,0.0666666667
2.9604166667,1.5697916667,,33.365625,0.7895833333
35.3947916667,0.1041666667,,33.878125,0.25
26.7416666667,1.15625,,34.6625,0.0125
22.6989583333,0.0177083333,,24.8989583334,0.0020833333
17.225,0.0270833333,,21.0322916666,0.0041666667
20.2145833333,0.0208333333,,20.1083333333,0.00625
15.928125,0.0229166667,,18.8145833333,0.1385416667
19.1322916667,0.0291666667,,33.3145833333,0.3489583333
14.54375,0.021875,,27.6104166667,0.2114583333
6.3260416667,2.4020833333,,22.35625,0.0072916667
33.90625,0.7604166667,,24.8541666667,0.003125
26.2479166667,0.6583333333,,20.3958333333,0.0041666667
18.5291666667,0.0239583333,,11.1520833333,0.51875
21.3989583333,0.0197916667,,35.1333333334,0.0197916667
16.634375,0.028125,,36.6302083333,0.2583333333
16.6447916667,0.0239583333,,37.8364583333,0.0375
3.365625,1.765625,,35.9864583333,0.0822916667
36.9416666667,0.95625,,49.71875,0.003125
28.053125,0.7104166667,,25.4958333333,1.3875
40.0791666667,0.4104166667,,43.73125,0.0177083333
29.1697916667,1.784375,,32.4583333333,0.3020833333
33.1885416667,0.3541666667,,35.390625,0.2364583333
35.1958333333,0.01875,,38.6364583333,0.009375
16.6916666667,4.303125,,38.8833333334,0.1
33.9552083333,0.1479166667,,26.4739583333,0.2666666667
31.4208333333,1.2322916667,,22.9541666667,0.0041666667
31.5885416667,1.0416666667,,25.203125,0.003125
32.7947916667,0.7614583333,,24.18125,0.0072916667
37.7125,1.40625,,20.5927083334,0.0052083333
32.1458333333,1.1239583333,,20.69375,0.5302083333
26.4447916667,1.034375,,31.84375,0.2989583333
18.659375,0.03125,,26.2291666666,0.0072916667
20.7947916667,0.0239583333,,25.5416666667,0.0041666667
16.2802083333,0.021875,,20.671875,0.003125
16.4,0.025,,19.1125,0.0041666667
16.0270833333,0.0260416667,,31.1083333333,0.0875
3.0302083333,2.1416666667,,13.965625,0.4979166667
36.084375,0.35625,,25.165625,0.009375
30.4729166667,1.8166666667,,39.6010416667,0.0270833333
18.2104166667,0.0197916667,,39.9739583333,0.1604166667
20.99375,0.03125,,51.1385416667,0.0020833333
16.0645833333,0.028125,,23.4541666666,2.4854166667
16.0395833333,0.0239583333,,41.5927083333,0.0135416667
3.3052083333,1.678125,,31.975,0.396875
33.35,0.2260416667,,32.1416666667,0.1541666667
23.909375,1.1,,37.5885416667,0.01875
40.509375,0.0729166667,,38.6302083333,0.0354166667
27.2895833333,1.78125,,29.5333333333,0.16875
34.5072916667,0.225,,23.1333333333,0.0041666667
34.2447916667,0.0229166667,,21.59375,0.0052083333
16.465625,3.8072916667,,19.7520833333,0.1520833333
32.2791666667,0.0729166667,,33.7770833333,0.3916666667
31.7197916667,1.071875,,27.4708333334,0.2489583333
28.7395833333,1.0072916667,,22.9458333333,0.0041666667
30.5979166667,1.4791666667,,22.1489583333,0.0041666667
32.0635416667,0.915625,,20.1635416667,0.1635416667
34.2427083333,1.8291666667,,32.9739583333,0.328125
30.6270833333,0.8114583333,,27.278125,0.1291666667
18.6979166667,0.0291666667,,22.6135416667,0.0041666667
21.03125,0.0208333333,,8.4229166667,0.5
16.4114583333,0.025,,41.040625,0.065625
3.403125,1.9885416667,,27.0708333333,0.2458333333
35.4572916667,0.1635416667,,38.3791666667,0.0166666667
24.8677083333,1.81875,,39.6229166667,0.309375
20.0947916667,0.0229166667,,49.515625,0.0020833333
12.96875,0.93125,,25.0552083333,1.1864583333
17.5385416667,1.1427083333,,38.6729166666,0.0177083333
24.9291666667,1.6614583333,,28.865625,0.0489583333
28.5541666667,0.3822916667,,37.9104166667,0.225
18.41875,0.0208333333,,40.9395833333,0.0427083333
18.490625,0.025,,34.7427083333,0.2510416667
3.39375,1.93125,,26.1958333333,0.2770833333
36.0208333333,1.0020833333,,22.8625,0.0041666667
24.2708333333,1.1489583333,,16.9739583334,0.4833333333
36.24375,0.4989583333,,34.9427083334,0.4072916667
25.0729166667,1.5447916667,,32.08125,0.0822916667
38.3520833333,0.5260416667,,22.0041666666,0.003125
37.3541666667,0.021875,,11.615625,0.45625
23.65,3.5989583333,,34.3979166666,0.0125
19.0239583333,0.3354166667,,27.475,0.2739583333
35.6302083333,1.321875,,41.0770833333,0.0135416667
34.534375,1.4635416667,,,
35.2229166667,1.06875,,,
32.6291666667,1.6666666667,,,
32.4145833333,1.715625,,,
22.6895833333,2.1114583333,,,
17.428125,0.0197916667,,,
17.1177083333,0.5197916667,,,
16.0302083333,1.3604166667,,,
30.9729166667,2.1541666667,,,
23.5645833333,0.0270833333,,,
37.8479166667,0.2489583333,,,
31.271875,1.628125,,,
33.465625,0.0197916667,,,
40.3,0.021875,,,
4.7385416667,24.390625,,,
35.4322916667,0.0635416667,,,
32.3083333333,1.6145833333,,,
31.365625,1.646875,,,
30.1197916667,1.7479166667,,,
30.2364583333,0.6729166667,,,
32.9677083333,1.3885416667,,,
26.4552083333,2.0729166667,,,
18.334375,0.0291666667,,,
11.9260416667,1.7947916667,,,
27.8854166667,0.4302083333,,,
20.6364583333,1.1552083333,,,
37.4760416667,0.0177083333,,,
31.7,0.91875,,,
36.590625,1.1552083333,,,
35.3947916667,0.0125,,,
25.3145833333,7.209375,,,
15.9135416667,0.6572916667,,,
39.8416666667,0.9041666667,,,
34.3020833333,0.6052083333,,,
36.1197916667,0.8895833333,,,
32.0833333333,0.8760416667,,,
23.69375,1.521875,,,
0.9041666667,0.0427083333,,,
0.05,0.0052083333,,,
0.0708333333,0.0114583333,,,
0.0572916667,0.0145833333,,,
