0.00,0.00,0.00
6456956925.00,398193253.20,1037810414.17
613764446784.00,225678976414.93,424079782172.50
688997037238.50,462090656733.33,513270509745.83
718569203326.50,453725812047.33,384926649064.58
580937669389.50,271737004384.40,420494649340.83
471440468943.00,410258553647.60,254833006737.50
234874466670.00,243380221524.00,327844686552.50
567597105784.50,262390863272.00,325312907192.50
1792402999.50,323001183763.20,242757230720.83
288572064.00,205769634661.60,269353329598.75
91708527324.00,215250181096.27,276820307727.08
333493137064.50,195791799326.27,243089830915.83
497580634090.50,198693241378.27,237193530012.08
463765910260.50,210481441943.47,246053543767.08
437451396660.00,186857299726.67,239688650579.58
515558315980.50,184802156748.53,252052888590.83
560570655165.00,216908976465.87,251337115948.33
466643429317.50,199466957449.60,245207446979.58
446098528884.00,180284563618.27,262558736985.00
34702964325.00,222692670268.27,246088041584.58
6324721294.50,149868822276.13,235044822792.50
1110711715.50,220721199168.00,204824951282.08
525429120022.50,175106573535.87,120133248057.50
613443907671.00,203546706030.53,359118665595.00
410606110569.00,198951275023.20,262921363288.75
18215135301.00,172243789733.60,277424314588.33
139161680995.50,219671689724.27,239176748068.75
245049646060.50,147999265409.33,247111988481.67
263991647799.00,215801283642.27,221246295639.17
246658569060.00,176370633906.00,208537661767.50
258946374715.50,172636834123.47,222211502400.42
274626069859.50,165181674352.13,234534103200.00
231193668825.00,110584487174.93,202215905334.58
186553224328.50,402826932485.73,235867863478.33
50321591911.50,185923144301.47,194445641647.92
12809531349.00,246739237922.00,139721342642.08
17704081557.00,199065485251.47,281690914284.58
47799914149.50,184626089158.00,268275961323.33
37882818037.50,193452786658.93,282625192318.33
4535515092.00,170585632222.27,258681576585.42
168862233961.50,173706295449.60,205638081387.08
200290549590.00,190731128838.13,238221851982.08
52978616850.00,141759700940.93,221259365327.08
51694187376.00,174756492923.60,233228147148.33
4908125697.00,189035923424.80,204276892765.83
298265067924.00,146993170330.27,84346397844.17
397413888690.00,188284445962.00,448188227834.17
121771179258.00,182242802518.13,242412997331.25
303235188547.50,152831390363.07,247887459847.08
6596688163.50,194095504236.40,245858634072.08
3778117287.00,146749894705.33,204544028725.42
432221529412.50,175276204783.07,217325716561.25
101345867064.00,40326093620.40,170964566556.25
259496900661.00,389137366659.33,262353651561.67
83356307055.00,211706001589.20,317325857487.08
185327470297.50,213302641212.00,244042892151.25
246865211616.00,201219870605.07,230907105581.67
3801363687.00,164506841766.93,228926821879.17
335180634729.00,182834579641.33,155224227061.25
115069562148.00,178868215156.00,203606398975.42
228966227283.00,155044582687.33,378074383620.42
150816470382.00,187610395180.67,192591698732.08
88644527640.00,172992661143.73,249496771725.83
226286934232.50,139183593093.87,105864433947.50
3034972138.50,184994566316.93,319097123382.08
419545094301.00,151634309034.27,297419217290.00
11145391101.00,124067158938.93,448236820714.58
211765931559.00,241399633123.33,264891092311.25
219634230774.00,327330238233.60,287507373759.58
111796007764.50,181410154830.67,264829245655.83
109709676919.50,194510028974.00,219970186444.17
97813715217.00,203441749956.93,181382228217.50
315399290430.00,148295593462.80,142575152574.58
211353818619.00,172419244582.53,143210579709.17
3394234231.50,186273157894.00,128158452991.67
216991766061.00,160359895070.00,138494714390.00
216490114642.50,177333402387.47,131295129818.33
3418561192.50,122481887969.60,163425231354.17
403723012764.00,185271301449.87,138164858307.92
3042232783.50,374849453979.07,89882490786.67
213280889257.50,135159442544.00,238934509300.00
214135922659.50,220805138498.00,266755705365.42
115693022856.00,157432907462.40,213898855737.50
100477701058.50,176946761619.20,170030372989.17
271412067079.50,154183125565.60,148603176722.92
130206387621.00,119825865213.73,135934170634.17
211301915107.50,257793929495.47,140521922190.00
189023592660.00,307509827921.60,144847356916.25
25647350181.00,188579662877.87,124022379953.75
213480436398.00,173457036077.33,124322867547.50
90299951077.50,195315187221.60,145373995349.58
300980070889.50,139649297638.67,363205191113.75
210470226415.50,78666791334.80,179579501736.67
6138825492.00,311185105792.00,164675462371.25
207585425245.50,235626553069.87,144086251477.50
213120545899.50,393127205184.53,136043821744.17
2820125107.50,290313100348.93,150695037952.08
375356554110.00,382541184039.33,87628994122.50
205483788118.50,130421340838.40,217935078816.25
7267630563.00,221643324419.87,258271763485.00
212252424852.00,130936530253.47,233844462625.00
211819595860.50,137272919002.80,151467136624.58
2831220664.50,136283271387.87,136125531077.08
365967618148.50,116810470367.87,141681170911.25
209247709996.50,103480800237.20,57881426861.25
3760516632.00,110968392708.00,438317261252.08
211979845929.00,113413923720.67,149136731725.00
209582558160.00,101150987894.40,127015567115.00
55837161394.50,118860779497.47,106171857594.58
307247107159.50,102336871594.27,141897873660.42
210208239910.50,101750524612.27,345244498795.42
10878301822.50,109608248917.33,209890965350.83
202764537574.50,79235088963.87,475413826210.00
207997117725.00,267043027341.73,233216873430.00
69292896724.50,225948434430.13,174099408379.58
281542054837.50,180817336363.20,0.00
208090816272.00,118699740696.67,0.00
37195376473.50,126999599044.00,0.00
173412872185.50,100038997027.87,0.00
211455382575.00,99793784477.73,0.00
2897721873.00,113004904345.60,0.00
346963997326.50,96876990647.47,0.00
206450153832.00,115924981915.60,0.00
2811286156.50,94440689030.27,0.00
211958192481.00,104739806108.40,0.00
227300846823.00,104065472798.53,0.00
74138217079.50,98536223326.53,0.00
272208085449.00,104774503465.47,0.00
208367512723.50,46521918611.87,0.00
67813554790.50,364708226311.07,0.00
140079664987.50,190061390945.87,0.00
208846931136.00,144384645337.07,0.00
136724436798.00,112302717143.60,0.00
215896392627.00,105219435525.73,0.00
206517887511.00,102571490806.93,0.00
2483066376.00,112159349839.87,0.00
208560392764.50,94601301064.67,0.00
206334985273.50,101705246718.27,0.00
2460040942.50,70897522291.47,0.00
298319669635.50,267143487119.47,0.00
53917854888.00,229751750589.20,0.00
213074335618.50,151335367724.53,0.00
57856162230.00,133326040886.93,0.00
150323630593.50,107204521344.53,0.00
208114660521.00,96937980854.13,0.00
4113601894.50,0.00,0.00
345547725838.50,0.00,0.00
2324874069.00,0.00,0.00
211589708781.00,0.00,0.00
2252648005.50,0.00,0.00
209785422958.50,0.00,0.00
117895327630.50,0.00,0.00
0.00,0.00,0.00
