0.00,0.00,0.00
586672128.00,505173.33,329386.67
907186176.00,1204690397.87,526087893.33
182653952.00,485240558.93,896832213.33
351646720.00,408845789.87,450770346.67
339450880.00,816939554.13,755935265.57
328258560.00,509862980.27,827415430.51
349743104.00,715034897.07,689190190.16
333467648.00,760521796.27,746304640.00
361697280.00,604199321.60,780143728.81
329095168.00,732801706.67,754824813.11
351041536.00,668605917.87,747356800.00
437305344.00,1206571827.20,1825062183.05
292254720.00,3177947682.13,2993907200.00
75304960.00,2365569979.73,1990265075.41
19023872.00,410249352.53,680465355.93
13908992.00,649916142.93,778452773.77
5508096.00,721047825.07,834906880.00
6197248.00,731966122.67,802646996.61
14350336.00,667259153.07,757776786.89
7760896.00,720787865.60,790239146.67
84601856.00,719551965.87,799766128.81
82096128.00,734203630.93,1127178240.00
135207936.00,2709809834.67,3202568320.00
121777152.00,2947412241.07,2379506986.67
460006400.00,552316108.80,434701440.00
847351808.00,608078506.67,569401173.33
910918656.00,731576729.60,590276906.67
505914368.00,666148864.00,565899306.67
343151616.00,717164270.93,1321561173.33
353153024.00,684618547.20,1843825521.31
357477376.00,651586764.80,3629179877.97
355811328.00,821466277.16,1669921920.00
287807488.00,3180924221.79,1024075946.67
132907008.00,2158920226.13,454280183.61
91550720.00,1759610980.72,607438752.54
85948416.00,2145808592.27,525565062.30
32011264.00,2661334493.87,3113338142.37
58744832.00,59919564.80,3040211626.67
511055872.00,237568.00,659567003.28
948568064.00,36169864.53,701624189.83
42182656.00,951205888.00,663432960.00
202752.00,382954154.67,202944213.33
1106944.00,363812181.33,4899413.33
26188800.00,423193258.67,6295893.33
295815168.00,343816601.60,486826.67
140387328.00,571976362.67,0.00
192897024.00,1185329511.30,0.00
159360000.00,2446786013.87,0.00
70253568.00,2623237870.93,0.00
275239936.00,1250985574.40,0.00
154616832.00,400126771.20,0.00
191337472.00,424752469.33,0.00
234037248.00,308598101.33,0.00
252801024.00,12942813.87,0.00
30349312.00,18014754.13,0.00
20787200.00,84104.53,0.00
18714624.00,79189.33,0.00
28045312.00,0.00,0.00
231286784.00,0.00,0.00
106770432.00,0.00,0.00
179573760.00,0.00,0.00
286599168.00,0.00,0.00
433002496.00,0.00,0.00
446903296.00,0.00,0.00
405715968.00,0.00,0.00
177992704.00,0.00,0.00
172472320.00,0.00,0.00
321191936.00,0.00,0.00
279335936.00,0.00,0.00
186426368.00,0.00,0.00
207810560.00,0.00,0.00
187786240.00,0.00,0.00
52227072.00,0.00,0.00
28110848.00,0.00,0.00
51899392.00,0.00,0.00
10795008.00,0.00,0.00
64512.00,0.00,0.00
36864.00,0.00,0.00
4922368.00,0.00,0.00
0.00,0.00,0.00
