SuperMikeII(32GBMem+1HDD):15DN[BaseLine]	SwatIII-Storage(32GBMem+1SSD):15DN	SwatIII-Memory(256GBMem+1SSD):15DN
Gr-Cons	1	0.512020906	0.326829268	
Gr-Simp	1	0.96264631	0.652824427
Scaff	1	0.898929224	0.724035867
Pipe	1	0.839974863	0.613891764
