Gr-Cons	1	1.891593601	1.901293678	2.099582794	2.293845565	
Gr-Simp	1	1.006117676	0.951861474	2.677707279	2.896198253
Scaff	1	1.077432397	0.858242596	3.082210024	3.242016029
Pipe	1	1.15305292	1.012227982	2.670501775	2.866318022

